#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
0,q40000124_00_124,森に潜む危機,In the Forest,ui\00_message\quest_info\q40000124_00.gmd,\quest\q40000124.arc,q40000124.arc,0
0,q40200060_00_398,＜エリアオーダー＞エラン補給,Area Order: Elan Resupply,ui\00_message\quest_info\q40200060_00.gmd,\quest\q40200060.arc,q40200060.arc,0
1,q40200060_00_398,"エラン水林を管理・研究する者としてお願いいたします
まとまった<LQIM>が手に入らず、現在手掛けている調査が進みません
この際どのようなルートでも構いませんので<LQVA>個、用意していただけないでしょうか","エラン水林を管理・研究する者としてお願いいたします
まとまった<LQIM>が手に入らず、現在手掛けている調査が進みません
この際どのようなルートでも構いませんので<LQVA>個、用意していただけないでしょうか",ui\00_message\quest_info\q40200060_00.gmd,\quest\q40200060.arc,q40200060.arc,1
0,q40200061_00_399,本日の記録,本日の記録,ui\00_message\quest_info\q40200061_00.gmd,\quest\q40200061.arc,q40200061.arc,0
1,q40200061_00_399,"<LQEM><LQVA>匹を一人で叩きのめしてきたぜ
どうだ、俺の記録を破れるヤツはいるか？
――ただし、叔父貴たちは除く","<LQEM><LQVA>匹を一人で叩きのめしてきたぜ
どうだ、俺の記録を破れるヤツはいるか？
――ただし、叔父貴たちは除く",ui\00_message\quest_info\q40200061_00.gmd,\quest\q40200061.arc,q40200061.arc,1
0,q40200062_00_400,万が一のための駆除,万が一のための駆除,ui\00_message\quest_info\q40200062_00.gmd,\quest\q40200062.arc,q40200062.arc,0
1,q40200062_00_400,"この前、村の外を歩いていたら<LQEM>が攻撃してきたのさ
武器を持っていなかったから石を投げて追い払ったんだけど
子供が襲われでもしたら危険だろ？
<LQVA>匹くらい討伐しておいてくれないかい？","この前、村の外を歩いていたら<LQEM>が攻撃してきたのさ
武器を持っていなかったから石を投げて追い払ったんだけど
子供が襲われでもしたら危険だろ？
<LQVA>匹くらい討伐しておいてくれないかい？",ui\00_message\quest_info\q40200062_00.gmd,\quest\q40200062.arc,q40200062.arc,1
0,q40200063_00_401,食糧庫を守れ！,食糧庫を守れ！,ui\00_message\quest_info\q40200063_00.gmd,\quest\q40200063.arc,q40200063.arc,0
1,q40200063_00_401,"何日か前から村の近くを<LQEM>が<LQVA>匹ほど
ウロウロしてるのが気になってね
村に入りこんで、食糧庫を荒らす気かもしれないよ","何日か前から村の近くを<LQEM>が<LQVA>匹ほど
ウロウロしてるのが気になってね
村に入りこんで、食糧庫を荒らす気かもしれないよ",ui\00_message\quest_info\q40200063_00.gmd,\quest\q40200063.arc,q40200063.arc,1
0,q40200064_00_402,仕入れの邪魔者,仕入れの邪魔者,ui\00_message\quest_info\q40200064_00.gmd,\quest\q40200064.arc,q40200064.arc,0
1,q40200064_00_402,"ここのところ<LQEM>に仕入れの邪魔をされるのよ
<LQVA>匹くらい追い払っておいてもらえると
何かと助かるわ","ここのところ<LQEM>に仕入れの邪魔をされるのよ
<LQVA>匹くらい追い払っておいてもらえると
何かと助かるわ",ui\00_message\quest_info\q40200064_00.gmd,\quest\q40200064.arc,q40200064.arc,1
0,q40200065_00_403,食材調達の邪魔者,食材調達の邪魔者,ui\00_message\quest_info\q40200065_00.gmd,\quest\q40200065.arc,q40200065.arc,0
1,q40200065_00_403,"いつも食材を調達しに行くのに使っている道に
<LQEM>が出るようになって困ってるんだ
よかったら<LQVA>体討伐してくれないかなぁ","いつも食材を調達しに行くのに使っている道に
<LQEM>が出るようになって困ってるんだ
よかったら<LQVA>体討伐してくれないかなぁ",ui\00_message\quest_info\q40200065_00.gmd,\quest\q40200065.arc,q40200065.arc,1
0,q40200066_00_404,思惑が外れて,思惑が外れて,ui\00_message\quest_info\q40200066_00.gmd,\quest\q40200066.arc,q40200066.arc,0
1,q40200066_00_404,"<LQEM>の群れを見つけたんだが
<LQVA>匹ほど逃がしてしまったんだ――
いいところ見せようと思ったのにな、ちぇっ
誰か見かけたら討伐しといてくれないか？","<LQEM>の群れを見つけたんだが
<LQVA>匹ほど逃がしてしまったんだ――
いいところ見せようと思ったのにな、ちぇっ
誰か見かけたら討伐しといてくれないか？",ui\00_message\quest_info\q40200066_00.gmd,\quest\q40200066.arc,q40200066.arc,1
0,q40200067_00_405,小さな監視人,小さな監視人,ui\00_message\quest_info\q40200067_00.gmd,\quest\q40200067.arc,q40200067.arc,0
1,q40200067_00_405,"物見台から景色を眺めてたら<LQEM>が村の周りで
コソコソ何かやってるのが見えたんだ！
全部で<LQVA>匹いたよ","物見台から景色を眺めてたら<LQEM>が村の周りで
コソコソ何かやってるのが見えたんだ！
全部で<LQVA>匹いたよ",ui\00_message\quest_info\q40200067_00.gmd,\quest\q40200067.arc,q40200067.arc,1
0,q40200068_00_407,古兵の主張,古兵の主張,ui\00_message\quest_info\q40200068_00.gmd,\quest\q40200068.arc,q40200068.arc,0
1,q40200068_00_407,"村の近くを<LQEM>がウロついとるぞ！
あんな小物にバカにされては戦士の村・ダナの名折れだ
<LQVA>匹ほど始末してヤツらを震え上がらせてやれ
わしが若い頃は、小物なんぞダナに近寄りもしなかったものだ","村の近くを<LQEM>がウロついとるぞ！
あんな小物にバカにされては戦士の村・ダナの名折れだ
<LQVA>匹ほど始末してヤツらを震え上がらせてやれ
わしが若い頃は、小物なんぞダナに近寄りもしなかったものだ",ui\00_message\quest_info\q40200068_00.gmd,\quest\q40200068.arc,q40200068.arc,1
0,q40200069_00_406,鹿が減った理由,鹿が減った理由,ui\00_message\quest_info\q40200069_00.gmd,\quest\q40200069.arc,q40200069.arc,0
1,q40200069_00_406,"最近鹿の数が減っているのは<LQEM>のせいらしい
このダナの付近で勝手な真似をしているのは
<LQVA>匹規模の群れだ","最近鹿の数が減っているのは<LQEM>のせいらしい
このダナの付近で勝手な真似をしているのは
<LQVA>匹規模の群れだ",ui\00_message\quest_info\q40200069_00.gmd,\quest\q40200069.arc,q40200069.arc,1
0,q40200070_00_408,＜エリアオーダー＞ファーラナ魔物征伐,Area Order: Farana Demon Extermination,ui\00_message\quest_info\q40200070_00.gmd,\quest\q40200070.arc,q40200070.arc,0
1,q40200070_00_408,"ダナを預かるエリアマスターとして言おうじゃないか
最近<LQEM>が村の周りをうろついてるみたいだよ
あんな小物どもにナメられるほど、ダナの武勇は地に落ちちまったのかい！？
周辺の安全のためにも<LQVA>匹くらい軽く討伐してきてやりな！","ダナを預かるエリアマスターとして言おうじゃないか
最近<LQEM>が村の周りをうろついてるみたいだよ
あんな小物どもにナメられるほど、ダナの武勇は地に落ちちまったのかい！？
周辺の安全のためにも<LQVA>匹くらい軽く討伐してきてやりな！",ui\00_message\quest_info\q40200070_00.gmd,\quest\q40200070.arc,q40200070.arc,1
0,q40200071_00_409,ついでのおつかい,ついでのおつかい,ui\00_message\quest_info\q40200071_00.gmd,\quest\q40200071.arc,q40200071.arc,0
1,q40200071_00_409,"もし<LQIM>を見かけたら<LQVA>個
持って帰ってきてくれないかしら？
わざわざ取りに行くものでもないから
これだけのために外に出るのも、ね","もし<LQIM>を見かけたら<LQVA>個
持って帰ってきてくれないかしら？
わざわざ取りに行くものでもないから
これだけのために外に出るのも、ね",ui\00_message\quest_info\q40200071_00.gmd,\quest\q40200071.arc,q40200071.arc,1
0,q40200072_00_410,負けが込んでな,負けが込んでな,ui\00_message\quest_info\q40200072_00.gmd,\quest\q40200072.arc,q40200072.arc,0
1,q40200072_00_410,"しまった、<LQIM>が<LQVA>個も無いぞ
この前賭けに負けた時に根こそぎ持っていかれたのを
すっかり忘れてこのザマだ！
誰か分けてくれないか？","しまった、<LQIM>が<LQVA>個も無いぞ
この前賭けに負けた時に根こそぎ持っていかれたのを
すっかり忘れてこのザマだ！
誰か分けてくれないか？",ui\00_message\quest_info\q40200072_00.gmd,\quest\q40200072.arc,q40200072.arc,1
0,q40200073_00_411,少女の探究心,少女の探究心,ui\00_message\quest_info\q40200073_00.gmd,\quest\q40200073.arc,q40200073.arc,0
1,q40200073_00_411,"<LQIM>を調べたいんだけど、誰か持ってない？
身近なもののこと、もっと詳しく知っておくべきなのよ
そうね、まずは<LQVA>個でいいわ","<LQIM>を調べたいんだけど、誰か持ってない？
身近なもののこと、もっと詳しく知っておくべきなのよ
そうね、まずは<LQVA>個でいいわ",ui\00_message\quest_info\q40200073_00.gmd,\quest\q40200073.arc,q40200073.arc,1
0,q40200074_00_412,美味し酒を求めて,美味し酒を求めて,ui\00_message\quest_info\q40200074_00.gmd,\quest\q40200074.arc,q40200074.arc,0
1,q40200074_00_412,"<LQIM>を酒に漬けると風味が増すって
聞いたんだけど本当かな――
一度試してみたいから、<LQVA>個手に入れたいんだ
誰か持ってないか？","<LQIM>を酒に漬けると風味が増すって
聞いたんだけど本当かな――
一度試してみたいから、<LQVA>個手に入れたいんだ
誰か持ってないか？",ui\00_message\quest_info\q40200074_00.gmd,\quest\q40200074.arc,q40200074.arc,1
0,q40200075_00_413,取扱いの無い品,取扱いの無い品,ui\00_message\quest_info\q40200075_00.gmd,\quest\q40200075.arc,q40200075.arc,0
1,q40200075_00_413,"<LQIM>を<LQVA>個譲ってくれる人、いないかしら？
うちの店じゃ取り扱ってないのよ
お礼は用意してあるから、誰かよろしくね","<LQIM>を<LQVA>個譲ってくれる人、いないかしら？
うちの店じゃ取り扱ってないのよ
お礼は用意してあるから、誰かよろしくね",ui\00_message\quest_info\q40200075_00.gmd,\quest\q40200075.arc,q40200075.arc,1
0,q40200076_00_414,突然の入り用,突然の入り用,ui\00_message\quest_info\q40200076_00.gmd,\quest\q40200076.arc,q40200076.arc,0
1,q40200076_00_414,"<LQIM><LQVA>個
すまないが急いでいる
早めに都合できるなら買い取らせてくれ","<LQIM><LQVA>個
すまないが急いでいる
早めに都合できるなら買い取らせてくれ",ui\00_message\quest_info\q40200076_00.gmd,\quest\q40200076.arc,q40200076.arc,1
0,q40200077_00_415,遠出準備,遠出準備,ui\00_message\quest_info\q40200077_00.gmd,\quest\q40200077.arc,q40200077.arc,0
1,q40200077_00_415,"万が一の遠出に備えて準備をしているんだが
<LQIM>の手持ちがこころもとなくてな
<LQVA>個ほど探しているのだ","万が一の遠出に備えて準備をしているんだが
<LQIM>の手持ちがこころもとなくてな
<LQVA>個ほど探しているのだ",ui\00_message\quest_info\q40200077_00.gmd,\quest\q40200077.arc,q40200077.arc,1
0,q40200078_00_416,すぐに棚が空になってね,すぐに棚が空になってね,ui\00_message\quest_info\q40200078_00.gmd,\quest\q40200078.arc,q40200078.arc,0
1,q40200078_00_416,"育ち盛りの子が多いと何かと消費が早くてね
<LQIM>を持ってたら<LQVA>個ほど分けてくれないかい？
お礼はするからさ！","育ち盛りの子が多いと何かと消費が早くてね
<LQIM>を持ってたら<LQVA>個ほど分けてくれないかい？
お礼はするからさ！",ui\00_message\quest_info\q40200078_00.gmd,\quest\q40200078.arc,q40200078.arc,1
0,q40200079_00_417,魔物避けのお香,魔物避けのお香,ui\00_message\quest_info\q40200079_00.gmd,\quest\q40200079.arc,q40200079.arc,0
1,q40200079_00_417,"<LQIM>を使って、魔物が嫌がる匂いのお香を作れないか試してるの
完成のために<LQVA>個くらいあるといいんだけど――
戦わなくても追い払えたら、わたしみたいな子供でも
魔物を気にせず散歩できるようになるでしょ！","<LQIM>を使って、魔物が嫌がる匂いのお香を作れないか試してるの
完成のために<LQVA>個くらいあるといいんだけど――
戦わなくても追い払えたら、わたしみたいな子供でも
魔物を気にせず散歩できるようになるでしょ！",ui\00_message\quest_info\q40200079_00.gmd,\quest\q40200079.arc,q40200079.arc,1
0,q40200080_00_418,＜エリアオーダー＞ファーラナ補給,Area Order: Farana Resupply,ui\00_message\quest_info\q40200080_00.gmd,\quest\q40200080.arc,q40200080.arc,0
1,q40200080_00_418,"ダナの村を預かるエリアマスターとして言うよ
みんな、<LQIM>が減ってきてるみたいじゃないか
いつ戦いに出ることになってもいいように<LQVA>個程度は常に持っておきたいもんだね
きっちり揃えて持ってこられたら、それなりに礼も弾むよ","ダナの村を預かるエリアマスターとして言うよ
みんな、<LQIM>が減ってきてるみたいじゃないか
いつ戦いに出ることになってもいいように<LQVA>個程度は常に持っておきたいもんだね
きっちり揃えて持ってこられたら、それなりに礼も弾むよ",ui\00_message\quest_info\q40200080_00.gmd,\quest\q40200080.arc,q40200080.arc,1
0,q40200081_00_419,毎日の疲労度調査,毎日の疲労度調査,ui\00_message\quest_info\q40200081_00.gmd,\quest\q40200081.arc,q40200081.arc,0
1,q40200081_00_419,"日々の戦いと、その疲れの関係を知りたいんだ
軽く<LQEM>を<LQVA>匹ほど討伐して
その後の体の調子を聞かせてもらえないかな？","日々の戦いと、その疲れの関係を知りたいんだ
軽く<LQEM>を<LQVA>匹ほど討伐して
その後の体の調子を聞かせてもらえないかな？",ui\00_message\quest_info\q40200081_00.gmd,\quest\q40200081.arc,q40200081.arc,1
0,q40200082_00_420,一人歩きの不安,一人歩きの不安,ui\00_message\quest_info\q40200082_00.gmd,\quest\q40200082.arc,q40200082.arc,0
1,q40200082_00_420,"外に出る時はいつも<LQEM>を警戒してるんです
この前も<LQVA>匹ほど見かけて――
いつも一緒にいて、守ってくれる人がいれば
安心なんですけどね","外に出る時はいつも<LQEM>を警戒してるんです
この前も<LQVA>匹ほど見かけて――
いつも一緒にいて、守ってくれる人がいれば
安心なんですけどね",ui\00_message\quest_info\q40200082_00.gmd,\quest\q40200082.arc,q40200082.arc,1
0,q40200083_00_421,騒ぐ野生の血,騒ぐ野生の血,ui\00_message\quest_info\q40200083_00.gmd,\quest\q40200083.arc,q40200083.arc,0
1,q40200083_00_421,"<LQEM>が村のそばで騒ぐから
飼ってる動物が落ち着かないんだ
やっぱり野生の血が騒いじゃうのかな――
<LQVA>匹くらい、駆除をお願いできませんか？","<LQEM>が村のそばで騒ぐから
飼ってる動物が落ち着かないんだ
やっぱり野生の血が騒いじゃうのかな――
<LQVA>匹くらい、駆除をお願いできませんか？",ui\00_message\quest_info\q40200083_00.gmd,\quest\q40200083.arc,q40200083.arc,1
0,q40200084_00_422,畑の実りを狙う輩,畑の実りを狙う輩,ui\00_message\quest_info\q40200084_00.gmd,\quest\q40200084.arc,q40200084.arc,0
1,q40200084_00_422,"野菜を狙ってか、<LQEM>をよく見かけるようになっての――
畑が踏み荒らされないうちに<LQVA>匹ほど
こらしめておいてもらえんか","野菜を狙ってか、<LQEM>をよく見かけるようになっての――
畑が踏み荒らされないうちに<LQVA>匹ほど
こらしめておいてもらえんか",ui\00_message\quest_info\q40200084_00.gmd,\quest\q40200084.arc,q40200084.arc,1
0,q40200085_00_423,日頃の討伐努力,日頃の討伐努力,ui\00_message\quest_info\q40200085_00.gmd,\quest\q40200085.arc,q40200085.arc,0
1,q40200085_00_423,"この辺りも昔と比べてずいぶん危険になったものだ
常日頃から危険な獣を少しずつ減らしていくことが大事だぞ
例えば、今日は<LQEM>を<LQVA>体減らしておく――とかだな","この辺りも昔と比べてずいぶん危険になったものだ
常日頃から危険な獣を少しずつ減らしていくことが大事だぞ
例えば、今日は<LQEM>を<LQVA>体減らしておく――とかだな",ui\00_message\quest_info\q40200085_00.gmd,\quest\q40200085.arc,q40200085.arc,1
0,q40200086_00_424,憎きハーブ泥棒,憎きハーブ泥棒,ui\00_message\quest_info\q40200086_00.gmd,\quest\q40200086.arc,q40200086.arc,0
1,q40200086_00_424,"もう、信じられない！
干しておいたハーブが根こそぎ消えたんですよ
きっと<LQEM>が持っていったに決まってます
ハーブを摘んでいる時から<LQVA>匹くらい
ずっと周囲をうろついていましたから！","もう、信じられない！
干しておいたハーブが根こそぎ消えたんですよ
きっと<LQEM>が持っていったに決まってます
ハーブを摘んでいる時から<LQVA>匹くらい
ずっと周囲をうろついていましたから！",ui\00_message\quest_info\q40200086_00.gmd,\quest\q40200086.arc,q40200086.arc,1
0,q40200087_00_425,子供たちの安全確保,子供たちの安全確保,ui\00_message\quest_info\q40200087_00.gmd,\quest\q40200087.arc,q40200087.arc,0
1,q40200087_00_425,"ここのところ<LQEM>が村の周りを徘徊しているだろう？
もしも子供たちが襲われたら大変だから
見かける度に駆除してるんだが、中々数が減らないんだ
よかったら<LQVA>匹分ほど協力してくれないかな","ここのところ<LQEM>が村の周りを徘徊しているだろう？
もしも子供たちが襲われたら大変だから
見かける度に駆除してるんだが、中々数が減らないんだ
よかったら<LQVA>匹分ほど協力してくれないかな",ui\00_message\quest_info\q40200087_00.gmd,\quest\q40200087.arc,q40200087.arc,1
0,q40200088_00_426,よみがえる記憶,よみがえる記憶,ui\00_message\quest_info\q40200088_00.gmd,\quest\q40200088.arc,q40200088.arc,0
1,q40200088_00_426,"ううっ、困ったなぁ
足りない資材を取りにいかなきゃいけないのに
外を<LQEM>がうろついてるなんて――
<LQVA>匹も相手にするなんて、とても考えられないよ――","ううっ、困ったなぁ
足りない資材を取りにいかなきゃいけないのに
外を<LQEM>がうろついてるなんて――
<LQVA>匹も相手にするなんて、とても考えられないよ――",ui\00_message\quest_info\q40200088_00.gmd,\quest\q40200088.arc,q40200088.arc,1
0,q40200089_00_427,みんなの無事を祈って,みんなの無事を祈って,ui\00_message\quest_info\q40200089_00.gmd,\quest\q40200089.arc,q40200089.arc,0
1,q40200089_00_427,"<LQEM>が辺りをうろついているらしいの
森に行く人たちが心配だわ――
何せ<LQVA>匹もいるらしいから、群れになったら大変よ","<LQEM>が辺りをうろついているらしいの
森に行く人たちが心配だわ――
何せ<LQVA>匹もいるらしいから、群れになったら大変よ",ui\00_message\quest_info\q40200089_00.gmd,\quest\q40200089.arc,q40200089.arc,1
0,q40200090_00_428,＜エリアオーダー＞モロー魔物征伐,Area Order: Morrow Demon Extermination,ui\00_message\quest_info\q40200090_00.gmd,\quest\q40200090.arc,q40200090.arc,0
1,q40200090_00_428,"周辺に<LQEM>が出没する頻度が増え
エリアマスターとして看過できない状況になってきました
これを機に<LQVA>体の討伐を要請することとします
報酬については私が保証しましょう","周辺に<LQEM>が出没する頻度が増え
エリアマスターとして看過できない状況になってきました
これを機に<LQVA>体の討伐を要請することとします
報酬については私が保証しましょう",ui\00_message\quest_info\q40200090_00.gmd,\quest\q40200090.arc,q40200090.arc,1
0,q40200091_00_429,在庫管理は万全に,在庫管理は万全に,ui\00_message\quest_info\q40200091_00.gmd,\quest\q40200091.arc,q40200091.arc,0
1,q40200091_00_429,"<LQIM>が不足気味だな――
今はまだ大丈夫だが、このまま不足状態が続けば
いつか手元から一つも無くなってしまうかもしれん
誰か<LQVA>個ほど分けてくれないか？","<LQIM>が不足気味だな――
今はまだ大丈夫だが、このまま不足状態が続けば
いつか手元から一つも無くなってしまうかもしれん
誰か<LQVA>個ほど分けてくれないか？",ui\00_message\quest_info\q40200091_00.gmd,\quest\q40200091.arc,q40200091.arc,1
0,q40200092_00_430,多忙な見張り番,多忙な見張り番,ui\00_message\quest_info\q40200092_00.gmd,\quest\q40200092.arc,q40200092.arc,0
1,q40200092_00_430,"<LQIM>を<LQVA>つ譲ってくれる人はいないかな
本当は自分で採りに行ければいいんだけど
見張りをしていると中々手が空かなくてね","<LQIM>を<LQVA>つ譲ってくれる人はいないかな
本当は自分で採りに行ければいいんだけど
見張りをしていると中々手が空かなくてね",ui\00_message\quest_info\q40200092_00.gmd,\quest\q40200092.arc,q40200092.arc,1
0,q40200093_00_431,見るのも嫌なヤツらの影,見るのも嫌なヤツらの影,ui\00_message\quest_info\q40200093_00.gmd,\quest\q40200093.arc,q40200093.arc,0
1,q40200093_00_431,"<LQIM>が<LQVA>個いるんですけど
その、採りにいくのはちょっと――
侵食魔に遭遇したらと思うと億劫になってしまって――","<LQIM>が<LQVA>個いるんですけど
その、採りにいくのはちょっと――
侵食魔に遭遇したらと思うと億劫になってしまって――",ui\00_message\quest_info\q40200093_00.gmd,\quest\q40200093.arc,q40200093.arc,1
0,q40200094_00_432,虫寄らずの――？,虫寄らずの――？,ui\00_message\quest_info\q40200094_00.gmd,\quest\q40200094.arc,q40200094.arc,0
1,q40200094_00_432,"<LQIM>を持っていると、虫に刺されないって本当かしら
本当なら、ハーブを摘みに行く時に使ってみたいものです
試しに<LQVA>個分けてくれる人はいません？","<LQIM>を持っていると、虫に刺されないって本当かしら
本当なら、ハーブを摘みに行く時に使ってみたいものです
試しに<LQVA>個分けてくれる人はいません？",ui\00_message\quest_info\q40200094_00.gmd,\quest\q40200094.arc,q40200094.arc,1
0,q40200095_00_433,香油が切れる前に,香油が切れる前に,ui\00_message\quest_info\q40200095_00.gmd,\quest\q40200095.arc,q40200095.arc,0
1,q40200095_00_433,"髪に付ける香油を作るのに
<LQIM>が<LQVA>個必要なんだけど、誰か持ってないかしら
そろそろ香油が切れそうなの","髪に付ける香油を作るのに
<LQIM>が<LQVA>個必要なんだけど、誰か持ってないかしら
そろそろ香油が切れそうなの",ui\00_message\quest_info\q40200095_00.gmd,\quest\q40200095.arc,q40200095.arc,1
0,q40200096_00_434,秘密のペット,秘密のペット,ui\00_message\quest_info\q40200096_00.gmd,\quest\q40200096.arc,q40200096.arc,0
1,q40200096_00_434,"<LQIM>が<LQVA>個欲しいんです
何に使うかは、えっと、その、飼ってる動物に
エサとしてあげてみようかと思って――","<LQIM>が<LQVA>個欲しいんです
何に使うかは、えっと、その、飼ってる動物に
エサとしてあげてみようかと思って――",ui\00_message\quest_info\q40200096_00.gmd,\quest\q40200096.arc,q40200096.arc,1
0,q40200097_00_435,アナタにお願い,アナタにお願い,ui\00_message\quest_info\q40200097_00.gmd,\quest\q40200097.arc,q40200097.arc,0
1,q40200097_00_435,"これを読んでるアナタにお願い
<LQIM>を<LQVA>個揃えてくれない？
私一人じゃ集めきれないのよ
お礼はちゃんとするから、ね？","これを読んでるアナタにお願い
<LQIM>を<LQVA>個揃えてくれない？
私一人じゃ集めきれないのよ
お礼はちゃんとするから、ね？",ui\00_message\quest_info\q40200097_00.gmd,\quest\q40200097.arc,q40200097.arc,1
0,q40200098_00_436,旅人の土産物,旅人の土産物,ui\00_message\quest_info\q40200098_00.gmd,\quest\q40200098.arc,q40200098.arc,0
1,q40200098_00_436,"<LQIM>が中々手に入らないの
前は森に入った人が持ち帰ってくれたんだけど
最近はそうもいかないみたいで――
誰か、余っていたら<LQVA>つくらい分けてもらえない？","<LQIM>が中々手に入らないの
前は森に入った人が持ち帰ってくれたんだけど
最近はそうもいかないみたいで――
誰か、余っていたら<LQVA>つくらい分けてもらえない？",ui\00_message\quest_info\q40200098_00.gmd,\quest\q40200098.arc,q40200098.arc,1
0,q40200099_00_437,畑にならないアレ,畑にならないアレ,ui\00_message\quest_info\q40200099_00.gmd,\quest\q40200099.arc,q40200099.arc,0
1,q40200099_00_437,"<LQIM>が要るんじゃが、中々手に入らなくての――
わしの畑で採れるものなら何とかなるが
そういうわけにもいかんじゃろ？
<LQVA>個ほど買い取らせてくれんかの","<LQIM>が要るんじゃが、中々手に入らなくての――
わしの畑で採れるものなら何とかなるが
そういうわけにもいかんじゃろ？
<LQVA>個ほど買い取らせてくれんかの",ui\00_message\quest_info\q40200099_00.gmd,\quest\q40200099.arc,q40200099.arc,1
0,q40200100_00_438,＜エリアオーダー＞モロー補給,Area Order: Morrow Resupply,ui\00_message\quest_info\q40200100_00.gmd,\quest\q40200100.arc,q40200100.arc,0
1,q40200100_00_438,"族長ガラダよりモローのエリアマスターの任を預かる者として依頼します
モルフォールにて管理する<LQIM>の補給が滞っています
急ぎ、<LQVA>個の収集をお願いします
報酬については私が保証しましょう","族長ガラダよりモローのエリアマスターの任を預かる者として依頼します
モルフォールにて管理する<LQIM>の補給が滞っています
急ぎ、<LQVA>個の収集をお願いします
報酬については私が保証しましょう",ui\00_message\quest_info\q40200100_00.gmd,\quest\q40200100.arc,q40200100.arc,1
0,q40200101_00_439,ママの説得材料,ママの説得材料,ui\00_message\quest_info\q40200101_00.gmd,\quest\q40200101.arc,q40200101.arc,0
1,q40200101_00_439,"いつも外に出ちゃダメって言われるのは
外には<LQEM>っていう魔物がいっぱいいるからなんでしょう？
じゃあ、誰かが<LQVA>匹倒してきてくれたら
ママも外に出ていいって言うんじゃないかしら","いつも外に出ちゃダメって言われるのは
外には<LQEM>っていう魔物がいっぱいいるからなんでしょう？
じゃあ、誰かが<LQVA>匹倒してきてくれたら
ママも外に出ていいって言うんじゃないかしら",ui\00_message\quest_info\q40200101_00.gmd,\quest\q40200101.arc,q40200101.arc,1
0,q40200102_00_440,武器さえ持っていれば――,武器さえ持っていれば――,ui\00_message\quest_info\q40200102_00.gmd,\quest\q40200102.arc,q40200102.arc,0
1,q40200102_00_440,"ちぇっ、さっき採掘に行った帰りに
<LQVA>匹の<LQEM>に威嚇されてさ――
採掘した鉱石で両手がふさがってる時に
喧嘩を売ってくるなんて、フェアじゃないよな","ちぇっ、さっき採掘に行った帰りに
<LQVA>匹の<LQEM>に威嚇されてさ――
採掘した鉱石で両手がふさがってる時に
喧嘩を売ってくるなんて、フェアじゃないよな",ui\00_message\quest_info\q40200102_00.gmd,\quest\q40200102.arc,q40200102.arc,1
0,q40200103_00_441,戦士の直感,戦士の直感,ui\00_message\quest_info\q40200103_00.gmd,\quest\q40200103.arc,q40200103.arc,0
1,q40200103_00_441,"<LQEM>を見かけて後を追ったが逃げられてしまった
<LQVA>匹程度だが、誰かが襲われでもしたら大変だ
戦える者は見かけ次第、討伐してくれ","<LQEM>を見かけて後を追ったが逃げられてしまった
<LQVA>匹程度だが、誰かが襲われでもしたら大変だ
戦える者は見かけ次第、討伐してくれ",ui\00_message\quest_info\q40200103_00.gmd,\quest\q40200103.arc,q40200103.arc,1
0,q40200104_00_442,村の警戒は自分たちで,村の警戒は自分たちで,ui\00_message\quest_info\q40200104_00.gmd,\quest\q40200104.arc,q40200104.arc,0
1,q40200104_00_442,"さっき村の外に出た時に<LQEM>を見かけたよ
<LQVA>匹くらいいたかな
ちょっと気を付けておいた方がいいかもな
村に入り込んでくるかもしれないぜ","さっき村の外に出た時に<LQEM>を見かけたよ
<LQVA>匹くらいいたかな
ちょっと気を付けておいた方がいいかもな
村に入り込んでくるかもしれないぜ",ui\00_message\quest_info\q40200104_00.gmd,\quest\q40200104.arc,q40200104.arc,1
0,q40200105_00_443,ハーブ採取の穴場,ハーブ採取の穴場,ui\00_message\quest_info\q40200105_00.gmd,\quest\q40200105.arc,q40200105.arc,0
1,q40200105_00_443,"良いハーブが採れる穴場に<LQEM>が現れて退かないんだ
このままじゃハーブを切らしちまうよ
あの<LQVA>匹をどうにかしとくれ","良いハーブが採れる穴場に<LQEM>が現れて退かないんだ
このままじゃハーブを切らしちまうよ
あの<LQVA>匹をどうにかしとくれ",ui\00_message\quest_info\q40200105_00.gmd,\quest\q40200105.arc,q40200105.arc,1
0,q40200106_00_444,何かの呪い？,何かの呪い？,ui\00_message\quest_info\q40200106_00.gmd,\quest\q40200106.arc,q40200106.arc,0
1,q40200106_00_444,"大変だ！　<LQEM>に追っかけられた！
まさか<LQVA>匹も一斉に出てくるなんて
これはきっと何かの呪いに違いない！","大変だ！　<LQEM>に追っかけられた！
まさか<LQVA>匹も一斉に出てくるなんて
これはきっと何かの呪いに違いない！",ui\00_message\quest_info\q40200106_00.gmd,\quest\q40200106.arc,q40200106.arc,1
0,q40200107_00_445,軽い片付け事,軽い片付け事,ui\00_message\quest_info\q40200107_00.gmd,\quest\q40200107.arc,q40200107.arc,0
1,q40200107_00_445,"村の近くに<LQEM>が<LQVA>匹出現したそうだな
この程度なら、誰か手の空いた者が片付ければいいだろう","村の近くに<LQEM>が<LQVA>匹出現したそうだな
この程度なら、誰か手の空いた者が片付ければいいだろう",ui\00_message\quest_info\q40200107_00.gmd,\quest\q40200107.arc,q40200107.arc,1
0,q40200108_00_446,牛を襲ったのは,牛を襲ったのは,ui\00_message\quest_info\q40200108_00.gmd,\quest\q40200108.arc,q40200108.arc,0
